f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,label
1.577467,1.638991,1.302005,-0.312782,-1.567169,-0.100165,-2.472829,-1.513218,-1.400965,-0.230177,-0.320272,1.671477,2.047125,-0.491653,4.379861,-0.691002,0.951178,0.567764,0.997523,-6.094301,6
-0.142627,0.674231,-3.189450,-1.056583,-1.162341,-1.598079,-0.137458,0.908616,-0.619082,0.105887,-0.557144,2.113841,1.537245,-1.205914,-1.430468,-0.724272,-0.739366,-0.624684,1.121884,4.228244,1
-0.754730,1.269681,-2.824677,1.091759,-0.196291,-2.203970,0.831607,0.863584,2.372680,2.160440,0.566242,-7.064865,3.243160,-0.587458,-8.666357,-1.950831,-0.407597,2.587117,0.858953,5.913833,7
0.465366,1.857153,0.819665,-0.662700,0.869403,-0.893534,-2.011589,-0.241502,-0.095966,-0.096896,0.962586,2.494659,2.261272,-0.464888,3.672664,-0.912718,-2.451918,1.419206,0.560622,-4.010161,6
2.696880,-0.945358,-0.762796,-0.091195,-1.024797,0.107009,-0.915603,-1.520756,-0.617269,0.158165,1.169518,3.167922,-2.642220,0.779362,0.795613,0.876920,-1.437036,1.354672,0.216999,1.578376,2
0.415808,-1.533477,-0.611503,-1.016163,0.883937,0.819808,-1.052709,0.707320,0.131052,-0.388796,-0.455433,6.152667,-2.350285,1.163484,4.253242,-0.461814,0.839901,1.014069,0.196510,-0.227262,2
-2.261921,1.336844,2.466858,-0.754735,-0.634453,-0.503576,-2.897837,-1.093294,0.527326,-0.989197,0.417381,4.517560,2.168346,-3.201842,7.725469,0.690748,-0.174150,1.648725,-0.108346,-9.461909,6
-0.374850,0.899032,0.251687,1.718105,-0.106418,-0.361500,-0.780621,-3.869383,-0.663452,-1.303048,-0.020645,-3.825739,0.804639,-0.477224,-2.543064,0.174385,-1.004105,0.729602,-0.923898,-4.249203,4
0.379893,1.452675,3.037643,0.896409,0.269631,-0.715102,0.358498,-3.582115,0.567795,2.440796,-0.139819,-7.602776,0.789772,0.253412,-1.599550,2.192375,1.163781,-2.271441,-0.672877,0.171411,9
-2.222863,0.383002,-4.206689,-2.098165,-0.024355,0.532301,-0.469383,4.066384,0.880022,0.113426,0.370091,5.393954,1.186077,-0.334580,0.777652,0.711139,1.081623,-1.467779,0.549567,5.259748,1
-0.429837,-0.265894,-1.660077,0.585690,-1.861664,-0.979877,-1.300792,-1.216250,-0.594307,2.118057,0.451605,-4.821391,2.995165,0.852384,-1.916600,-0.528185,0.950803,1.490446,-0.219652,-0.948168,1
0.650315,-0.944140,0.579141,0.177446,0.046344,-0.957890,-1.355446,-4.100320,1.757696,1.173777,0.247490,0.769790,-2.349167,-1.724121,1.639885,-0.808384,0.816212,1.110894,0.940297,0.123473,2
-0.179603,-1.587349,1.678514,0.361826,0.050559,-0.825810,1.604647,-0.564108,0.014184,2.017826,0.786867,-5.655623,0.736227,-0.003822,-0.550929,0.655208,0.516332,-1.408518,-1.626331,0.453638,9
-1.968560,2.275481,-2.229217,0.082268,-0.115508,-1.419209,-0.490646,1.115222,0.439049,1.764282,-0.224001,-0.924061,0.841324,0.568959,-5.055568,0.209785,1.586105,2.989900,-0.893845,6.573267,7
1.646278,-0.759963,0.324904,1.880870,0.183507,0.794750,-2.028268,-7.325881,1.797120,1.952002,-0.016638,-7.199947,-1.442710,-0.098510,-1.423024,-0.343779,0.689646,-0.980732,0.036798,-2.192225,9
-0.652705,-1.069408,-2.983602,1.211248,0.147341,-0.753540,-0.634694,-3.175242,1.598487,2.599478,0.006540,-8.168998,1.752807,1.398399,-5.204582,0.165931,1.344283,-0.247201,-0.601057,2.468860,1
-1.268795,-1.749818,-0.873077,-1.387249,0.699635,-0.067377,-1.007935,0.944388,-0.396352,0.724413,2.523413,6.080569,-2.013642,-0.616886,4.100797,-0.124419,0.583342,1.052060,-1.229715,1.450081,2
-2.161510,1.070292,0.628664,-0.140210,0.122521,-0.232821,0.915478,-0.062636,1.559609,1.032382,0.659444,-1.814162,-0.331143,-1.147003,-1.742410,1.866826,0.001575,-1.584014,0.549735,3.762118,6
0.439750,0.018571,-0.783861,0.994212,0.103140,-0.144960,1.424460,-1.098186,-0.904568,-2.048182,0.473845,-1.829700,-0.560080,-1.084898,-3.998334,-1.842002,-0.381780,-0.984817,-0.923853,0.559328,5
0.081215,2.660373,-3.816226,-0.559347,0.553854,-1.324494,-0.510621,4.691590,0.307283,1.458978,-0.563762,-0.074616,3.866607,-0.264305,-4.880598,-0.220105,1.209811,3.502092,-0.326941,5.774967,4
-1.188454,1.183457,1.858917,-0.437965,0.669023,0.331682,-2.712708,-0.428881,-0.697892,-0.975253,-0.514864,3.054229,2.413729,1.298007,6.313107,1.507436,0.644538,1.679524,-0.559770,-9.226505,6
0.463478,-1.355733,-0.286205,0.843474,-1.151027,-2.152039,1.457985,0.042038,0.045480,-0.759111,0.468153,-3.870106,2.587670,-0.300081,-2.157952,-1.105088,0.274673,1.104707,0.956262,-2.223665,7
0.739677,1.490702,1.591534,-2.516648,-1.253449,1.386793,-1.382570,2.805045,-1.686797,-0.622349,-0.267845,7.580782,0.797703,-0.944294,8.420645,-0.431342,-0.873853,-2.730150,1.094313,-2.973486,2
-0.299051,-0.235357,-4.254216,-0.528037,-0.238374,-1.467049,-0.259738,-0.830929,-0.673799,1.074305,0.793278,-1.011162,1.104578,0.025921,-3.329354,-0.334790,0.283110,-1.238793,0.093082,5.854617,1
0.712247,-1.033324,-2.450876,0.535407,0.554388,-0.929350,-1.091460,-2.334653,0.393225,1.634265,-0.383079,-4.375986,1.909568,0.539467,-2.033502,-0.575249,-1.047899,0.124606,0.192527,0.050715,1
-1.123569,1.650877,-3.752740,-1.338773,1.031362,0.409983,-0.445368,3.817757,0.066378,-0.018448,0.964522,3.359506,1.787717,-0.371356,-1.727835,1.331426,-0.048096,-0.441056,-0.133763,4.610033,1
0.121957,1.866220,0.951507,-0.544610,-0.278405,-1.062904,-1.865189,-0.169860,-1.703693,-0.186098,-0.041079,2.498675,2.220759,-1.693199,3.554756,0.403217,-1.385237,1.775919,0.415133,-3.997440,6
0.592747,0.944564,1.020668,-2.631417,-1.835195,1.341252,-1.344651,2.437211,-0.634515,-0.894763,-1.335253,8.822930,0.025390,0.091345,8.528661,-0.037558,0.903946,-2.692778,0.076575,-2.465494,2
-1.289403,1.191404,-2.927647,0.128750,0.205376,-0.710342,-0.225224,-0.112600,0.119559,0.933240,0.609227,-2.636048,1.824954,-1.490870,-4.459491,0.280096,-0.122305,-0.164546,-0.523765,4.189513,1
1.044212,-0.530769,1.851778,-2.320673,1.410750,2.221985,1.248549,10.064586,0.617788,1.047285,-0.228535,5.981944,0.590551,-0.224224,5.579440,-0.566177,0.362938,1.469731,-1.093709,1.019079,3
0.495029,-0.461791,1.472832,-1.320338,0.245473,-0.994869,-2.270015,-2.421827,0.421292,-0.136045,-2.081398,6.088287,-1.016971,0.110932,7.688199,-0.229415,-0.990882,0.206857,-0.197819,-4.324736,7
-1.398008,0.499908,1.492685,-1.309862,-0.082216,-0.556418,1.774413,4.825078,0.587863,0.245514,-1.110249,4.253750,-0.839678,-0.340972,1.308376,-0.505711,-0.517342,0.894063,0.183215,4.001112,7
0.517080,0.745458,2.913374,-0.988883,0.405642,-1.554860,-0.698274,0.744639,0.431094,-0.414331,0.604770,3.058073,2.209270,-0.720023,6.119408,0.647730,0.269359,0.931375,-0.023321,-5.699888,0
1.510332,-0.942707,1.921775,0.496918,1.573945,-1.345902,-0.949469,-4.591959,1.006913,-0.172357,-0.433326,-2.549659,1.257972,-0.169115,3.308021,2.410245,-1.708556,-1.215651,-0.768697,-6.762140,9
1.426611,0.786699,0.587631,1.141886,1.015095,0.369615,-1.693367,-5.912572,0.705291,-1.991956,1.041026,-0.490592,-1.116780,-1.192375,0.678035,0.573912,-0.179406,-1.224674,-0.467987,-5.226782,4
-1.430191,1.345937,-1.582467,0.807002,-2.814154,-1.623581,-0.499511,-0.396375,-0.270194,1.262200,0.111488,-3.720213,2.054182,0.377112,-4.669852,-0.113575,-0.389721,2.746482,1.769108,2.169505,7
0.908631,-0.093904,-1.510117,1.159664,-0.606973,-1.157768,-0.911124,-3.652000,-0.338496,2.525205,0.080730,-4.340191,-1.296679,-0.510400,-4.823780,-1.522542,0.485984,1.931795,0.182398,4.607800,7
0.622549,-1.244030,0.553596,0.687050,0.181920,-0.452873,-2.074015,-5.597369,-0.754305,1.932308,-1.245774,-0.802167,-3.108800,-0.335495,1.284081,-0.379329,0.703339,1.488566,0.261607,-0.000570,2
-0.421258,1.831349,0.131131,0.249403,0.990882,0.044962,-1.251258,-3.639264,0.199482,1.132919,-1.038698,-3.196358,0.597349,-1.153407,-0.890034,3.132076,-0.503341,-2.545504,-0.573262,0.206683,2
-1.384416,-2.831445,2.082772,2.373224,-0.355444,1.941207,0.730240,-2.650301,2.224997,2.865141,-0.950329,-12.598857,0.505307,0.850837,-2.393169,-1.602943,-0.693604,-0.952708,-0.084514,-3.512979,4
1.541041,-3.096144,0.609572,-0.531685,2.319644,1.765077,-0.203826,2.330161,0.352581,1.647464,0.757603,0.000812,-0.303087,0.561132,4.277216,-2.157615,0.760948,0.164154,1.285893,-2.224612,4
-0.095853,-0.550154,0.944723,-0.362322,-1.869757,0.828095,-0.412613,2.726208,0.242933,-1.791228,0.432311,2.281121,2.559289,-0.484813,4.451251,0.966579,-0.795831,0.915414,-0.029894,-7.556494,3
-0.830075,-0.758076,1.187697,0.965931,0.788638,1.021758,-0.851851,-2.511941,0.141180,2.202715,-0.747451,-5.019183,-0.477051,-0.207556,-0.189317,0.049132,-0.083069,-0.001506,0.829059,-1.233382,6
-0.760479,-1.325392,1.192636,1.166612,-1.136937,-0.039997,-0.501273,-4.319941,0.731776,-1.238590,-0.120027,-1.877799,-0.770148,0.940772,1.120090,-0.998760,-1.580998,-0.526899,0.124461,-5.328668,6
0.856978,0.419181,-3.892895,-0.235009,1.410344,-1.080127,0.212028,0.108435,1.023621,0.320522,1.118443,-1.148614,1.545635,-0.000047,-4.505591,-0.927962,0.234151,-0.897838,1.833387,4.733455,1
-1.771515,-0.545386,1.198354,1.154224,-0.670346,-0.387835,0.874517,-1.740262,-0.340872,-1.364199,-0.659939,-0.454986,-1.865840,0.163401,-1.650463,-0.313171,-0.694660,1.329778,-0.635164,-1.154631,4
-0.746477,1.140506,-2.322061,-0.271989,0.633599,-1.533557,-0.455427,1.521618,0.679372,1.614419,0.062876,-1.036149,2.126047,-0.458040,-2.997617,1.198288,0.169866,2.147902,-1.620811,4.139433,7
-0.681439,2.780750,-1.911543,-1.319148,-0.328581,0.055318,-1.070973,5.128177,0.602286,1.311407,0.337544,3.689671,2.024302,-0.343273,-0.751895,0.676211,0.990206,2.837876,1.028622,4.457984,7
0.218850,-1.243757,-0.676982,-0.056967,-0.649414,-0.616741,-1.018566,-2.539340,-0.577757,0.989782,0.035475,1.926435,-2.656294,0.085633,0.771832,-0.079348,0.041867,1.167417,-0.834234,1.681218,2
-1.119443,-3.038805,2.053630,2.302285,-1.067154,1.812735,0.689604,-2.269999,-1.204193,2.795398,-2.805263,-12.030725,0.563390,-0.320630,-1.997075,0.943480,-0.789102,-0.667334,-0.177628,-3.872330,4
0.351237,-1.408017,2.640264,-1.250865,-0.003127,-0.645116,-0.212367,0.081465,1.436383,1.247905,0.097345,1.258628,0.930588,0.067670,6.746490,-1.703923,0.292890,-1.419948,-0.064048,-3.666904,9
1.729389,2.173479,2.096774,-0.626322,1.095812,-0.422808,-2.888599,-0.884777,0.535763,0.522735,1.300150,2.515416,1.821576,-0.028752,5.383367,-1.453620,2.021190,1.820004,0.186838,-5.751477,6
0.202909,-1.213674,0.230320,-1.943730,1.566707,1.805037,0.827005,7.917368,0.932008,-0.135478,2.822066,6.682874,0.073429,1.461596,4.820002,0.056102,-1.492158,1.283092,0.835017,0.295166,3
-1.659284,1.042486,-2.240367,1.310428,0.439207,-0.643840,-0.373194,-0.117301,-1.279341,-0.705113,-0.311272,-3.058032,2.063895,0.872006,-5.111097,-1.075107,0.078584,2.693886,-0.089160,-0.298115,7
-0.359632,0.196679,-1.053290,-1.585149,0.498364,1.289808,-0.225507,4.415380,-1.786885,1.068606,0.937457,6.054761,-2.040224,0.192372,1.301505,0.281181,-1.147610,1.344589,-1.757843,5.666174,9
0.246153,0.317725,-2.736064,-1.535126,-0.427642,-0.200105,-0.462433,1.925794,0.001907,0.561816,-0.982297,2.947757,0.939003,0.628267,0.672933,-1.890403,0.533373,-1.650742,-0.807645,3.735851,1
0.054962,1.113166,-3.405724,0.346769,1.529574,-0.256718,-0.349941,1.831123,-1.173090,1.874051,0.419789,-3.812386,2.358173,-1.229716,-5.743186,0.630883,0.658360,1.652331,1.325578,4.935791,1
1.934721,0.814854,2.311161,0.229737,0.245866,-0.256593,-3.974186,-6.849694,0.957531,-1.553341,-0.131092,1.648393,1.140002,-0.560083,7.644011,0.972021,0.086066,-0.955160,-2.111888,-12.266332,8
0.978135,1.155999,-0.413989,1.989663,-0.639295,0.198805,0.048456,-2.664311,1.396194,-1.606229,0.178789,-1.327342,-2.672594,0.388310,-5.584724,-2.478173,-1.413178,2.581794,0.026111,1.315868,4
0.990014,1.922519,1.297834,0.623769,0.181411,1.338769,-0.933420,2.169086,1.694011,1.814813,-1.085081,-3.531666,2.081413,1.137524,-1.111810,1.093323,-0.644088,2.424197,-0.982261,-1.577793,0
-0.502009,1.989943,-3.416602,-0.721303,-0.884721,0.508646,0.333821,5.646800,-0.692849,1.556666,-0.217385,0.040632,2.067148,-0.522898,-5.115201,-0.406997,-0.890337,1.592405,-0.168355,7.525974,1
-1.682674,-2.484469,0.423867,-1.594728,3.009201,-0.640107,-1.223860,-0.439991,0.158548,0.793852,-0.277299,5.412233,-1.144190,-1.624684,7.352798,0.706288,-1.735146,-0.112323,-1.101585,-1.869231,7
-0.523876,-1.318528,-4.152549,-0.924621,-0.219861,0.366664,-0.233653,3.300098,-0.410796,0.718149,-1.636748,0.814827,1.925684,-0.318415,-0.773778,-0.158702,0.925020,-0.058089,-0.337935,2.808636,1
-1.800871,-1.076241,-2.339436,0.248168,-0.279159,-1.549844,-0.459513,-0.864460,0.247777,1.331228,-0.263680,-2.240055,1.324089,-0.525180,-2.038025,-3.219081,0.438295,1.516337,-1.709142,1.635134,7
-0.240152,0.631640,0.676112,1.540593,1.155287,-0.762935,-0.869966,-4.820570,0.252462,-1.145214,-1.127499,-1.025161,-1.789203,-0.512032,-1.960989,-0.678609,-0.165809,1.631847,0.783391,-2.122349,4
-0.082438,-0.657501,-2.939153,-0.194297,-0.844636,-0.768860,-1.013565,0.872713,-1.252876,0.761275,-0.666784,-1.042149,2.823500,2.954740,-0.808171,0.960965,-0.844991,1.230283,-1.064105,-0.269725,1
0.329776,2.171349,2.389907,-0.386705,1.735297,-0.327800,-3.136490,-2.605170,-1.266304,0.473638,1.730041,1.027462,1.989597,0.479144,5.814811,0.366642,0.730722,0.448750,-2.427356,-7.157534,6
-0.423157,-0.829269,3.205200,-1.431738,0.324890,0.275979,-3.162084,0.068691,-1.872608,0.529647,-0.625915,4.360719,2.199131,-2.004130,11.616160,-0.891418,0.912813,0.966689,-0.303771,-11.188936,7
-1.012625,0.285479,-3.169952,-0.272210,-2.048200,0.404698,-0.220107,2.302951,-0.108596,-0.722610,-0.795803,0.721709,1.603846,2.033602,-2.098726,-0.965115,-0.477431,0.195878,2.297351,1.473607,1
1.196640,-2.770406,1.508338,3.789917,0.364651,2.730210,1.687054,-2.149081,0.819525,2.995052,-2.348861,-17.109676,0.455333,2.900631,-7.561315,-1.888285,-0.065016,-0.033451,-1.838573,-2.214038,4
-1.682554,0.031804,-4.204792,-0.132434,0.261418,0.133561,-0.388800,1.216695,-0.869216,-0.596138,-0.975905,-0.241760,1.827767,1.599058,-3.083071,1.341952,-0.559474,-0.276628,0.385299,1.899296,1
0.312389,-1.428219,-1.161173,-1.622126,0.874932,-0.650904,-0.511809,2.344503,-1.211738,0.314515,-1.435299,5.483325,0.229647,-2.098350,4.108418,-0.375127,1.423471,0.654342,0.488911,0.447557,8
-1.376348,2.678518,1.265983,-0.250341,0.955106,-0.345155,-2.350111,-0.456964,0.538603,1.076348,0.483503,-0.067443,2.514107,0.832670,2.386577,-1.414039,1.842817,1.595931,-1.019623,-3.530347,6
-0.971972,1.527693,-3.376775,-0.062852,0.832158,-0.750217,-0.334650,0.666537,-0.240949,1.426960,1.384755,-2.371442,1.960763,-0.658247,-5.006590,-2.519103,0.401588,0.381584,1.299353,5.628027,1
1.358219,-3.084480,2.669187,-0.353145,-1.043653,0.422079,-0.086563,1.116200,-0.911262,1.753089,1.841275,-2.003554,1.404265,-1.475880,6.073155,0.744110,-0.205605,0.027383,0.598186,-6.073405,9
-1.375513,0.560927,-3.358597,0.622457,0.660881,-1.415069,-0.500428,0.537296,-0.869581,-0.832323,-0.163532,-1.639709,3.217819,-0.408920,-4.022411,-0.746782,-1.085356,2.289876,0.057891,-0.302901,7
0.537283,0.086524,0.194017,0.722769,-0.092406,-0.311963,-1.159524,-3.804699,0.477066,-2.080098,-0.126948,2.515019,-1.980724,-0.838634,0.625882,-0.433237,1.598940,1.041159,-0.825283,-3.417127,4
0.418887,0.750743,-3.167435,-0.856582,-1.295967,0.278086,-0.888500,1.095346,-1.216066,-0.696253,-1.363709,2.492005,1.514111,-0.584579,-0.189281,1.032755,-1.185775,-0.996607,1.663762,1.394362,1
1.340505,1.294373,2.367592,-0.941969,-1.244717,-1.304193,2.572598,3.118349,-0.193833,0.920265,0.392894,-0.436789,0.682594,1.033329,-0.361626,3.540162,-0.451881,-1.545533,0.181149,4.465796,9
-0.201818,1.381818,-0.446852,-2.362466,0.430233,1.368272,-0.075959,7.658149,-0.304027,0.005864,-0.659167,7.659310,1.038477,1.086057,3.821046,0.177301,1.197348,1.011144,0.119759,2.166028,8
-0.079919,1.638727,-3.320652,0.645510,-1.018031,0.088947,-0.400395,0.564241,-0.650335,2.640192,0.784586,-6.302224,2.144013,0.906022,-6.976395,1.181772,-1.429571,0.477802,1.305999,6.122722,1
-1.127660,-1.054198,-2.204068,0.505660,0.559831,-1.335204,-0.870833,-1.322249,0.999292,2.141911,-0.983362,-4.392361,2.021767,0.508552,-2.396032,0.780480,0.711797,1.328116,-0.272141,1.158982,1
-0.724220,2.424094,-2.599482,0.240848,-1.578660,-1.567208,-0.381933,1.384456,1.384520,1.794369,-0.462019,-1.889596,1.731518,1.136718,-6.042604,0.237849,0.380551,3.084297,0.518925,6.417817,7
-0.546107,1.298415,-4.678943,0.586380,-0.723429,-0.612142,-0.187419,-2.533172,-0.354106,-1.238239,0.168722,-2.054793,1.102728,0.226254,-6.532938,0.295208,0.077029,-2.022056,0.017004,3.852161,1
-1.220887,1.645215,0.941098,-1.165300,-0.364017,-0.638550,-1.565316,0.394389,1.209428,0.931738,0.154413,3.053186,1.116909,-2.150905,3.801395,-1.237035,1.045317,0.470015,-0.332812,-1.120006,0
-1.250404,1.554131,2.139244,-0.534390,-0.776346,-0.607899,-2.793204,-2.283753,-0.663337,-0.767807,-0.013986,3.112233,1.865424,0.130642,6.407521,0.603235,1.027427,0.728441,1.012906,-8.208226,6
-0.542953,-1.363423,-0.905432,0.595283,0.055232,-1.164000,-0.994748,-5.218629,1.618326,0.906762,0.184476,-1.829900,-1.499202,0.988993,-0.563748,-0.327177,0.612132,-0.589746,-1.670037,0.470217,2
-1.313952,-0.127390,-3.073302,-0.982512,-0.011389,-1.116785,-0.611326,0.557717,0.966178,-0.664130,-0.665769,2.829608,1.516365,-0.178070,0.486973,0.283206,-0.455273,-0.672943,-0.965896,1.139225,1
-1.035572,0.607273,0.462662,0.321268,-1.043882,-0.720968,-2.320424,-5.738481,-0.884793,1.382771,-1.006329,-0.100118,-1.955173,-0.370061,1.078429,-1.199932,-0.360853,-0.016529,1.604363,0.113664,2
-0.621606,-2.487958,1.796313,2.123151,0.889563,1.648195,0.893651,-1.879531,-1.541961,3.035611,1.264361,-12.179258,0.864882,-0.240030,-2.873545,-0.009029,0.265183,-1.093931,1.527503,-2.504080,4
-1.866969,-1.003371,4.016188,-0.301817,2.060379,0.091479,-1.525868,-2.480412,-0.643401,1.319232,0.385533,-1.423449,1.253333,1.072814,7.649283,-0.196587,1.000167,-1.153497,-0.611017,-8.292870,9
0.314415,-0.836404,-1.089527,-0.051058,-0.629258,-0.404700,-0.913045,0.518466,1.436456,-1.838967,0.958222,1.908929,2.426211,-0.179203,2.206936,-0.909994,1.134852,1.133155,0.296944,-6.043874,3
-0.933509,0.052908,1.603374,1.318502,0.667887,-0.708301,-2.004496,-7.409578,-0.851081,-0.699362,-1.108629,-3.720644,0.596046,1.093564,2.115763,-0.829524,0.110529,-1.100187,2.628155,-7.774709,6
-1.222439,-1.165342,-2.983913,0.479665,-0.048086,0.451910,0.045507,2.289042,-3.338054,2.396910,2.019790,-5.342663,2.421383,-0.538260,-4.029747,1.017751,0.392843,1.406479,-0.187595,2.806917,1
0.378595,-0.135256,-0.165151,-2.583183,-0.628582,1.255670,-0.878956,6.407077,0.244029,0.377237,2.328745,8.760569,0.361897,2.195859,6.781035,-0.945046,-0.685854,1.142345,0.664649,0.130880,8
-0.265194,-2.534567,2.101790,1.917911,1.364436,1.975788,0.979911,-0.394419,0.483457,2.467707,-0.364115,-10.389779,0.558598,1.846510,-1.858428,0.273807,0.511866,-0.313623,0.975095,-3.171711,4
-1.123728,1.682321,0.791746,-1.558829,-0.167485,-0.639836,-1.777570,-1.578193,-1.468116,-0.188741,1.231777,5.934847,-0.616776,-1.479926,4.956303,-0.381549,-1.338735,-1.238823,-0.434424,-0.535622,2
-0.981082,-0.967554,-0.772641,-1.440351,-0.926794,-0.775562,-0.648917,0.925590,1.350758,0.562704,-0.441720,6.333563,-1.952702,-1.604104,3.203128,1.084596,-0.987302,1.184644,-0.847044,3.007782,2
-1.422804,1.450185,-0.034538,2.140121,-1.516472,0.515288,0.671964,-4.385838,-0.460688,-0.918500,2.110513,-5.772618,-1.376831,-0.261194,-6.773471,0.903917,-2.605262,-1.327847,-0.293758,1.425008,4
-0.430289,2.543557,0.268002,1.453724,0.984989,1.688293,0.172869,-0.101952,-0.084776,2.090355,0.046794,-6.046526,-1.197384,-0.800492,-6.964221,-0.341153,-1.144182,0.764737,1.135642,5.608292,5
-1.168473,1.574193,-0.256679,0.555274,-0.293389,2.903550,1.566813,5.056186,-0.019662,1.380507,0.872283,-2.466967,-1.555292,-0.780324,-5.798082,-0.568483,-0.656655,1.040967,-0.753790,7.111042,3
1.561426,0.182982,-1.814592,-1.208024,-0.343376,-0.804153,-1.312899,-0.680486,0.233685,0.456567,0.280772,2.402202,1.178023,0.485736,2.245415,0.873891,1.352494,-1.565761,1.460228,0.509935,1
-1.433384,0.063237,3.436342,-1.158962,-0.325726,-0.378934,-2.100902,-1.402011,0.807532,0.601108,0.423127,2.524491,1.541795,-1.221745,9.174883,-0.260075,-0.085910,-0.847943,-0.571808,-7.907056,9
-0.764009,0.284592,-0.797740,-0.549223,1.084555,0.965717,-1.164977,0.577295,-0.709415,0.462087,2.138187,5.231119,-3.504753,-0.095078,0.623890,0.176063,-1.051125,2.080170,1.073235,3.830746,9
-1.769060,-0.629857,-3.657374,-1.274602,1.207384,-0.689401,-0.443661,2.568446,0.017994,1.075348,0.481081,2.045894,1.856168,-0.081154,-0.166927,0.510593,-1.161155,0.113713,-0.649721,3.677121,1
-1.667931,0.679597,1.573762,-0.055228,-0.623793,-0.126588,-3.070271,-4.075094,-0.239341,0.466841,0.043466,0.982791,0.492882,0.045849,4.942000,-0.562852,-0.305350,0.423513,0.262588,-6.280900,7
1.181770,2.780046,1.148746,-2.021571,-0.586034,0.960491,-0.556373,3.920413,0.543819,1.017697,-0.263400,5.860940,-0.486943,-0.983964,3.431915,0.363125,-1.558244,-0.456704,-2.010807,3.806686,5
0.195847,-0.137415,-1.934600,0.336173,-1.047703,-0.978600,-1.274956,-2.106255,0.921383,3.191357,-0.589703,-5.490759,2.007998,1.485680,-2.293876,-0.707214,-0.005430,0.099614,-0.281487,2.342340,1
-0.463214,0.132241,-4.113100,-0.334944,1.885674,0.229572,-0.227545,0.919803,0.879224,0.930432,-0.479683,-1.363278,1.396578,-0.457278,-3.655761,0.752622,-1.199510,-1.107120,0.533652,4.860662,1
