f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,label
0.573685,1.878596,2.601980,0.933421,0.069595,-0.650160,-4.001796,-10.370885,-0.557722,-0.013793,-0.928353,-3.111297,0.781703,-1.218145,4.621242,0.118639,1.311552,-2.704845,1.611977,-9.546183,8
-1.252167,-1.148982,-0.970984,-0.292778,-0.818419,0.686132,-1.453670,-0.458205,0.913546,0.013616,-0.712053,2.422724,-0.590060,1.025422,2.524568,-1.581362,0.646891,0.702827,-0.309043,-1.892494,2
0.871463,0.188184,-1.261972,-1.319843,0.150786,0.792975,-1.056833,2.432654,-0.979991,0.013788,-0.856994,6.404379,-1.569533,-0.754634,2.319396,-0.457915,0.169922,1.181657,-0.156017,2.566138,9
1.221441,1.466157,0.201406,1.303281,-1.067241,-1.254349,-0.513209,-3.889040,1.219064,-0.654373,-0.073480,-2.215942,-0.312525,-0.035495,-3.230452,-0.116518,0.794714,1.146996,0.238447,-0.306541,0
1.170228,2.325613,0.777242,-0.403345,-0.506843,0.630152,-1.076686,-0.855422,0.235756,1.555611,-0.830884,0.409049,-0.951383,1.286430,0.050246,-0.790865,0.308880,-0.741190,-1.771917,2.905774,0
0.659090,-0.841969,1.980262,-0.638889,-0.010609,-0.677712,-0.734415,-0.220205,-1.228477,1.318459,-1.566071,0.549392,0.486599,-0.255827,4.515204,-0.191125,3.204767,0.625838,-0.263478,-2.761658,7
0.747909,1.558577,1.112773,-0.821619,1.134018,-0.561852,-2.412512,-0.962731,-0.018365,-0.719490,1.057985,8.451377,-2.738976,-2.104247,4.315028,-0.198680,-0.915167,3.552666,-1.170226,-1.041283,0
0.010929,0.283776,-3.190542,1.452586,1.771789,-0.398798,-0.781315,-1.163961,0.229622,2.513397,1.174256,-8.447052,2.834195,-1.058866,-6.756709,0.762939,1.891448,1.375563,0.896864,2.642277,1
0.471158,-0.211880,2.196280,0.315390,1.279879,0.653089,-2.027006,-1.210372,-0.075900,-2.051934,-0.107038,2.379730,1.402201,0.709340,5.947178,0.634534,1.124130,1.665197,0.763038,-10.827832,3
-0.198370,1.443725,0.291719,-0.683370,0.304160,1.196340,-1.527144,-0.310581,0.851702,0.689010,-1.096395,1.341253,-0.021919,1.518791,2.378834,1.061007,-0.653968,-1.416407,0.583065,-0.443506,0
-0.955254,-1.664195,1.119893,2.070775,0.709869,1.405390,-1.156883,-5.874779,0.222078,2.025934,-1.706051,-9.022042,-0.747588,-0.365023,-1.226791,-0.464026,1.242350,-1.303314,0.696173,-3.885905,4
0.170634,-0.337276,-0.665398,-2.049606,-0.269115,0.645297,0.419209,4.745564,0.722361,-0.342467,-1.706548,5.748484,0.505896,-0.620299,3.912980,0.675676,1.924790,-1.175770,0.709471,1.340954,8
0.885400,0.714060,1.635287,-0.753759,0.583085,-1.178742,-1.426530,-2.659230,-0.668946,0.014762,1.297330,2.388495,0.295328,0.923113,4.730103,1.213864,-1.207712,-0.858760,0.614365,-3.401970,0
-1.015994,-1.656817,0.376720,-0.660468,-1.920556,-1.376617,-1.067377,-2.969412,1.929408,-0.347692,-1.104305,5.342165,-2.723124,-1.271006,4.193677,0.661121,-0.321096,0.755358,-1.023057,-1.043054,2
0.746388,0.903363,1.769698,0.760179,-0.908120,-0.668935,-2.329594,-7.229811,-0.092291,-0.363395,-0.694159,-1.767539,-0.259084,1.086946,2.610544,1.130793,-0.970939,-1.754239,-0.602658,-5.948392,8
0.950154,-3.524194,1.944335,-0.804159,-0.704526,3.823296,3.128260,9.203990,2.210988,1.703976,0.372837,-1.674918,0.206685,-1.024201,2.434030,-0.109784,1.043373,-0.760423,1.478240,0.270295,4
0.375684,-0.712514,0.492222,-1.270849,-2.350401,0.822977,0.677471,4.562667,-1.045920,0.804481,0.486611,3.205876,-0.084110,1.367170,2.873624,-1.435696,-0.346019,0.369495,0.889369,1.593085,8
0.006900,1.045031,3.858280,0.015805,-1.092270,-0.176051,-5.903840,-10.195500,0.045808,-1.411786,-1.815454,2.584603,1.075399,1.409515,12.223989,1.017043,3.483390,-2.069438,-0.194545,-16.994465,8
0.907697,1.987500,0.693460,0.955298,-0.463936,1.455235,1.124151,2.144412,-2.062698,1.520576,1.348063,-7.019466,1.736139,-0.386858,-4.881446,-1.917983,0.296622,-0.557122,-1.402606,2.517978,0
0.259553,-0.507675,2.088497,0.029639,-1.742945,-1.018949,-2.094666,-2.840379,-0.013478,-1.939150,-1.379323,2.802744,1.679039,-0.059949,6.605354,-1.008556,-1.013343,1.391522,-0.336796,-10.690790,3
0.936631,-0.428209,-0.169420,-1.954358,-0.067937,0.483826,-1.063199,3.512774,-0.837572,0.377960,1.373670,6.528731,0.271601,-0.012653,5.766286,-1.063959,0.653361,0.722485,-0.032511,-0.678206,8
0.277743,1.272581,0.081053,-0.457715,0.630499,-0.749379,-1.065635,-2.979559,-0.991965,-1.296209,-1.042360,3.958964,-1.332775,-0.090365,1.772031,0.036245,-0.503670,-0.997613,-0.032102,-0.393869,0
-0.220903,-0.703674,-1.696337,1.150113,0.825400,-1.690114,1.174260,-1.539146,-0.930102,-1.418686,-0.170526,-2.745392,0.757951,-0.951971,-4.561470,-0.344971,-1.876320,0.703093,-1.004305,0.473106,5
-0.102989,-0.888201,2.399551,1.715093,0.433219,0.109046,-0.275634,-3.958512,-0.927280,-1.777961,1.231019,-4.683365,1.347268,-0.405699,1.362556,0.032292,0.898092,-0.745417,-0.850424,-9.521570,9
0.428683,-0.547323,2.269397,0.384697,1.397260,-1.315742,-0.623590,-1.402755,0.128166,-1.700984,0.837530,0.710655,1.741000,0.021109,3.974898,-0.159109,0.874643,1.612960,1.515573,-8.338274,3
0.996980,-0.976695,-1.611961,-2.159111,-1.040087,0.684659,0.256448,5.842155,2.346528,-0.110550,0.209931,7.614213,-0.404450,0.115328,3.571386,0.718118,-0.996087,0.729368,-0.350211,2.848245,8
-0.142315,-0.373894,-1.355106,-2.294020,1.615494,0.639792,-0.145314,5.767583,-0.659256,0.380887,1.388558,8.361916,-0.893991,-0.265322,3.664999,0.702252,-1.324268,1.349480,0.436804,3.960239,8
-0.834387,1.569724,1.699041,0.404903,0.223735,-0.201979,0.278402,-0.294635,-1.848056,-0.841186,-1.007967,0.453512,-0.568302,-0.310242,-0.599971,0.851178,0.572322,0.776249,0.988689,-0.485976,5
1.620103,1.029613,-0.890700,0.876760,-0.310159,-2.917699,1.516159,-2.917215,-0.040109,-1.834861,0.142969,-1.267401,-0.251047,0.901396,-5.118996,0.202436,1.436731,-0.189500,-0.762201,2.820385,5
0.240592,1.294899,-0.905000,0.455900,-0.890504,1.011545,-1.393185,-1.563244,0.939765,1.435960,0.975912,-1.631676,-0.934138,0.348626,-2.079394,1.453842,-0.568857,0.237213,0.313895,2.411461,0
-0.006473,1.287741,1.910196,-0.491914,3.059750,-0.005897,-2.105723,-4.172947,-0.740555,-1.273788,0.281947,2.633188,0.168443,0.266697,5.542409,1.627728,0.425125,-2.600712,-0.630328,-6.261578,8
-2.234059,-0.799046,1.307580,-0.393686,0.520162,0.766045,-1.312484,-0.363751,-0.236063,-1.598456,-1.127325,5.717737,-1.666556,-0.718951,5.170789,0.039279,-0.271571,1.402902,-0.065173,-5.190503,3
1.444242,2.098187,-3.413655,-1.375437,0.711028,-0.460176,-0.423173,1.544722,-0.484215,1.073312,0.445961,1.656391,1.255675,-0.414178,-2.165118,-0.043681,-0.440650,-1.751168,-0.108463,7.055972,1
0.043835,1.470788,1.908170,-1.085192,0.812679,0.546198,-3.187087,-3.495398,1.109027,0.462145,-0.022512,3.230691,0.326859,0.974407,7.361664,-0.187611,-0.759893,-2.078032,0.701747,-5.456295,8
0.920646,1.156071,0.209598,1.068391,0.311955,0.419683,-1.651227,-4.459889,-0.253708,0.258712,-1.062044,-1.808814,-1.265678,1.935467,-1.564504,0.486254,-0.535323,0.385376,0.512344,-1.054693,0
0.026187,1.145464,1.085391,1.884738,-0.511090,-0.096525,-0.456300,-4.501316,-0.062551,-2.468350,1.288393,-0.739319,-1.933265,1.003775,-2.635705,-0.004912,1.272990,1.354960,-1.125810,-3.464696,4
1.585720,0.488120,2.477802,1.156836,-0.642965,-1.121691,-2.491761,-8.644507,-1.277363,-2.334105,1.004163,-1.459348,0.633291,0.439659,4.343455,0.541861,-1.579639,-1.899113,1.317972,-11.053489,8
-1.187170,2.846346,1.627109,-1.751964,0.810086,0.695068,-0.881070,2.980501,0.703356,1.050345,2.364196,4.236565,0.625576,-1.156937,3.785887,-0.905127,-0.622535,-0.625301,0.455338,1.401337,4
0.031642,1.821183,1.221167,1.032643,0.253325,-1.415789,0.999266,-2.481165,0.627311,-0.136949,1.084243,-3.901705,0.079281,-0.198404,-3.962167,-0.633138,0.514520,-0.585811,1.127041,1.649605,0
0.197057,-1.530232,1.367373,-2.039366,-1.354523,1.549270,-0.879868,3.730848,-0.663700,-0.764710,1.623996,9.090682,-1.432997,-0.025160,8.709402,-1.277485,-0.428258,0.683138,0.081872,-3.621239,3
-0.152459,-0.750434,-1.250055,-1.969458,-0.161994,1.112278,-1.044490,4.099590,-0.065144,0.466042,0.308103,5.557390,0.886602,0.551683,5.084811,-0.848103,0.234270,-0.317024,0.385986,-0.406233,8
-0.876005,1.576053,1.455419,-1.558592,0.209378,-0.540966,0.059134,3.900289,-2.056964,-0.497566,-1.083604,5.535641,1.144639,-0.008221,3.955569,1.290328,-0.685379,0.982753,-0.170871,-0.548487,0
-0.857872,1.242601,2.838756,2.410843,1.286757,0.530534,-3.416399,-11.077517,0.738058,1.880651,-0.034120,-9.874241,0.438425,1.043573,0.355349,-0.148458,0.466544,-2.406101,0.256824,-7.890087,8
0.082400,1.081665,1.771090,0.850218,-0.884583,-0.247626,-2.032670,-6.913370,1.169361,-1.756658,0.050638,-1.487391,0.618441,-1.383537,2.802831,0.856633,-0.601937,-2.607529,-0.824194,-8.196975,8
0.253300,1.534861,0.759428,0.716314,-0.362826,-0.452285,-2.142684,-2.194417,-0.243753,-0.858171,-0.917232,-0.917215,2.332371,1.155589,1.395991,0.124984,0.560635,1.722881,0.877217,-6.738611,6
0.259189,-1.387262,1.093671,-0.973035,-0.938406,0.523443,-2.665776,-1.964672,1.284990,-0.212561,-1.683333,6.821951,-2.308450,0.179418,7.859234,0.262669,-0.638700,1.231277,0.836950,-4.937116,3
0.174547,-1.807734,1.675019,2.350507,1.559530,2.679029,1.706842,0.516460,-1.208002,2.017715,0.772242,-11.980674,0.796259,2.106813,-4.408431,1.208836,0.759437,-0.567422,0.893897,-1.678785,4
-0.650979,-1.914863,-2.030781,0.960430,0.166788,-0.666420,-0.423778,-2.234102,-0.236824,0.477149,-0.622494,-3.252192,0.443018,0.612790,-2.194915,0.281461,-0.441353,0.948409,-0.438338,-0.475777,2
1.188588,1.042409,0.842701,1.520188,-2.341878,-0.510243,-2.251121,-8.764996,0.138550,-2.347582,-0.464884,-0.784265,-1.446194,0.685100,0.518566,-0.980654,1.141163,-1.331815,-0.030980,-6.466719,4
1.769001,-2.299411,-0.081096,0.001842,-0.603821,-0.143688,0.553223,0.324455,0.079944,1.515033,0.936699,-0.395482,-1.767383,-0.044522,0.120064,0.479935,1.240430,0.941666,-0.142756,2.411158,2
1.149811,-1.812202,1.746179,2.464724,-0.638158,1.209143,-0.410757,-5.294365,0.431238,0.082363,-1.863276,-8.573465,0.248820,-0.565352,-1.226313,-1.113921,-0.297131,-0.923929,1.238910,-7.255404,4
-0.426048,0.186753,0.589202,0.997836,1.413953,1.044861,-1.720422,-3.416414,0.389204,1.404157,0.232048,-2.391693,-1.649961,-0.034528,-0.230752,0.236030,0.921015,0.827109,1.324067,-0.913320,0
0.968070,1.134475,1.226390,0.957081,-0.387065,-1.691105,1.128427,-2.522568,-2.145973,-2.656930,-1.152174,1.080085,-1.545412,-0.772069,-2.484872,-0.543413,-0.300785,0.700851,-0.014043,-0.485501,4
0.674249,0.086366,-0.143578,-2.407781,-0.388846,0.830531,-0.698160,5.764007,1.729952,0.483486,0.730330,7.156335,1.077099,0.879958,5.988675,-2.034518,1.526935,0.537026,0.413210,-0.046740,8
-1.286116,0.105533,-0.380251,1.525395,-0.097546,0.332921,0.232139,-1.680168,-0.854747,1.505948,-0.904673,-7.132494,0.423196,-1.033219,-4.854907,0.561125,1.620683,0.223398,0.130715,1.655233,5
-0.644076,0.994811,2.042665,-2.044725,-0.708800,1.550369,-0.725704,3.315027,-0.121325,0.773969,-0.346837,4.887747,0.377234,0.670469,6.726729,-1.410917,-1.151699,-1.711514,-0.828179,-1.092201,2
-0.129265,2.631252,1.437674,-2.669835,-1.205548,1.309810,-0.048821,5.582026,-0.337172,0.312465,0.396438,8.148394,-0.627374,0.061476,4.796870,-1.240313,0.486391,-1.255636,-0.623135,3.497080,2
-0.528538,-1.382148,-1.101939,0.693439,-0.520862,-0.756326,-0.344003,-2.789571,-0.243354,1.894802,-0.685303,-1.780589,-2.402499,0.887949,-2.543548,0.116104,-0.173059,1.443914,1.595822,4.063697,2
0.002346,1.696062,1.069324,-0.847506,-0.834806,-1.540563,-0.946603,-1.789191,1.233335,-0.115554,0.455778,3.006926,0.052370,0.559602,2.776574,0.257232,0.592786,-0.552763,1.035028,-0.299461,0
-0.285991,0.769569,0.901823,-1.533441,-0.991556,0.488298,-1.291367,1.640972,0.365896,-0.834044,0.643991,8.853488,-2.295722,-1.161231,5.369464,-0.128821,-0.118095,1.409528,1.303773,-0.239468,2
-2.170075,1.011082,-0.290489,1.700601,1.862859,-0.402448,-0.388321,-4.271210,-0.333859,-1.294966,1.354826,-1.373405,-2.277653,-0.191208,-4.427423,0.111890,-2.360664,1.392076,-0.065205,0.580120,4
0.982528,1.987127,0.927545,2.286762,-0.169736,1.071987,0.946276,-2.459268,-0.492614,2.436073,-0.855140,-9.982203,-1.422834,-2.300711,-8.590221,-0.557167,-0.293565,-0.390446,-1.141640,5.652315,4
0.082797,-0.413161,2.136524,-1.026515,-0.618703,-0.456397,-0.304979,2.376149,0.793608,-1.380625,-0.577146,5.036102,1.208987,-0.161803,6.293654,1.075811,0.777450,1.480255,-0.047141,-5.730223,3
0.028110,2.117487,-0.085716,-2.787194,-0.954037,1.318467,-1.200153,5.203057,1.012568,0.628482,-1.269994,9.137012,-0.405619,-1.439170,5.491219,0.572540,-0.100969,-0.092439,-0.042109,3.279172,8
-0.516484,1.892193,3.088284,-0.646406,-0.357774,-0.532131,-3.203770,-2.109713,1.607172,-0.033815,0.412445,2.852844,2.152213,0.218727,7.687448,0.406351,-0.507254,1.054020,0.175726,-8.887143,0
0.328972,0.836953,0.517161,-1.674981,0.255389,0.474542,-0.622189,0.783834,-0.166538,-1.154460,-0.541943,5.378350,0.134648,0.518438,5.103398,0.163622,0.756981,-2.959615,-0.442717,-1.586575,2
-0.334733,0.363568,-0.662658,-1.208802,0.251785,-1.265136,-0.829094,-0.182892,-1.628207,0.313923,-0.257734,6.791959,-2.751847,3.038080,1.596443,-1.672841,0.813279,1.595201,-1.341091,4.471581,2
2.642598,1.803745,-0.167935,1.530603,-0.631738,0.021360,-1.204376,-3.510823,1.195359,0.916005,-2.260387,-4.493607,-0.039948,0.116196,-4.226604,1.112163,1.343541,1.064257,0.008019,0.298775,0
0.620882,2.291972,0.816602,0.251958,-0.968046,0.881228,-0.602169,-1.065156,-1.251574,1.763214,0.053148,-1.227932,-1.840413,-1.591758,-2.186960,-0.042499,-0.035902,0.113256,1.941341,4.313076,0
0.003293,1.098885,1.166624,-2.709556,-0.427910,1.236658,-1.469911,2.789711,1.753489,-1.076390,2.748423,8.644706,0.874485,0.716421,9.230309,-1.568034,0.409307,-2.807884,-0.022005,-3.656060,0
-0.966529,0.721898,0.241223,0.818868,-1.354520,1.572018,-0.395012,1.297623,0.889046,1.935210,-0.031901,-3.596408,-0.161385,0.777849,-2.718472,-0.028492,0.174926,1.724357,-1.424328,1.679025,5
-0.217248,1.207791,1.240810,0.964108,-0.322352,-1.154019,-1.656563,-2.755018,1.688703,-1.210889,-0.380876,-0.962635,1.992398,0.149650,1.287371,0.170890,-0.339888,2.234074,0.351397,-6.860391,0
0.101142,0.234821,0.106905,0.016666,-2.676750,0.202826,-1.249030,-1.281319,0.320754,0.636933,0.054513,1.170672,-1.138515,-0.374040,1.008043,-1.406144,2.139514,1.045169,-0.255946,0.058442,0
-0.510853,2.422700,1.871873,0.494111,1.359339,-0.517803,-2.749162,-3.405156,0.812087,1.074163,-1.453953,-2.127555,1.795197,-0.021716,2.086739,-1.514335,-0.169026,1.317651,-0.055420,-4.933888,6
0.580597,1.599534,-1.236977,-1.904475,0.242632,1.001062,-0.537652,6.491459,-0.688101,1.107277,0.000001,5.507245,1.067258,-0.068982,1.710760,0.336160,1.458325,1.735346,-0.524699,3.823589,8
0.433402,1.418027,0.297461,1.683559,1.932066,0.149387,-0.725607,-5.359251,-0.591149,1.209609,-0.352434,-6.553879,-0.848032,0.451890,-4.451134,2.024310,-0.272321,-1.304505,-0.087807,0.950259,0
-0.273851,1.024996,-0.284351,-2.096017,-1.431081,0.732028,0.274445,5.994552,-0.535556,0.810663,-0.083819,6.294765,-0.270098,0.215763,2.384897,-0.811456,-1.360204,0.852609,0.825570,4.698115,8
-0.135397,1.391510,-0.634762,2.523024,-0.537599,1.311751,-1.012860,-5.158043,0.396856,-1.232305,-0.634389,-6.215399,-0.265035,-0.434444,-5.617359,-0.207178,0.624167,-0.284415,-0.797452,-2.929192,4
2.916582,1.919918,1.863358,0.829745,-0.514577,-1.004244,-2.178931,-0.961832,-0.128556,0.016573,0.267143,-0.995635,2.788106,-0.399245,1.604493,0.800883,-1.596794,4.334239,0.615169,-6.833436,0
-0.400882,-1.887704,-0.624837,-0.797430,-0.031095,-0.705680,-0.984498,-1.056146,-0.499152,1.312183,-1.502463,3.626573,-2.144687,1.280046,3.016375,0.924077,2.109426,1.123964,0.656692,1.815739,2
-0.883063,0.783342,2.022989,1.838900,0.493731,0.620946,-2.709306,-8.418696,-0.222006,1.339423,0.963687,-7.452376,0.230122,0.637306,0.606294,0.162961,1.124463,-1.881245,1.515646,-6.389219,8
-0.382572,2.162249,-1.366941,-0.048765,0.826177,-0.700622,-1.455007,1.835935,-1.082016,0.678847,0.489070,0.145429,3.017071,-0.208367,-1.404168,-1.089976,0.466437,3.451877,0.698767,-0.254973,0
-0.758901,-0.305325,-0.738812,0.840300,-0.148746,-2.647655,1.484829,-2.326472,-0.927241,-2.091246,1.095116,0.806309,-1.564407,-2.661132,-3.813489,-1.666667,-0.605512,1.164366,0.062264,2.404942,5
-1.326884,1.839418,0.644683,0.681979,-0.122027,0.387297,0.636159,-0.470302,1.398968,0.790861,-1.237795,-3.381249,-0.608483,-0.012036,-3.778865,0.274815,-0.873088,-0.607007,0.826686,3.295871,0
-1.060503,2.403193,1.018765,0.538054,-0.536841,-0.246017,-0.178583,-0.783255,0.945271,1.595601,0.632801,-0.939719,-1.955646,-0.077679,-3.546478,0.240661,1.430694,2.013443,-1.054007,5.025458,0
1.403502,0.617763,-0.591053,-1.622536,-1.941058,0.933800,-1.050391,2.497464,0.925240,-0.467362,0.464713,7.977493,-1.855742,0.600922,3.626950,0.336747,-3.087052,0.770362,0.697435,1.867404,9
0.847038,-1.830834,-0.449639,0.062795,0.409030,-0.792495,-1.515110,-3.974602,-0.715835,0.385838,-1.236371,1.946477,-2.177413,-0.791376,2.169731,2.163882,1.333583,0.801519,0.148992,-1.102686,2
0.385305,1.433733,0.882410,-2.556675,-0.099874,1.127697,-1.741926,2.528702,0.908327,-0.623922,1.205884,7.870056,1.075308,0.974074,8.324027,-0.324987,-0.869883,-2.263084,-0.542362,-3.195133,2
0.271732,1.188819,2.265712,1.543356,-0.876047,-0.381488,-1.836975,-3.648864,0.248320,-1.704117,-0.805992,-2.926382,2.575276,-0.612264,1.894702,1.227607,-1.678117,1.652757,-0.479386,-10.726817,0
0.543822,-0.610863,-1.116686,0.660345,1.114510,0.185711,-1.293776,-2.603965,1.611901,-0.639999,-0.090840,1.221036,-1.588310,1.276811,-0.524537,-0.153960,-0.109553,1.643103,0.125979,-1.099482,2
0.648614,-0.780232,-0.589628,0.772081,-1.554230,-2.925045,1.606133,-2.417974,0.356850,-2.525087,-2.577908,0.097380,-0.155282,-0.045763,-2.633753,0.647937,1.364793,0.483105,-1.311977,-0.333237,5
-0.384289,0.806395,-1.813401,0.026659,-1.328527,-0.841750,-1.276190,-1.275019,0.243850,1.186062,-1.739557,-2.136647,1.902427,-2.280020,-1.254247,-0.721984,1.473617,0.067292,-0.122858,0.920555,1
-0.199911,1.907539,1.511050,-0.387876,1.658750,-0.834059,1.533136,2.650849,1.074774,0.595117,1.823032,-0.717692,0.982106,0.100235,-1.471390,0.940288,0.271120,0.057838,-0.657124,3.295168,0
0.315015,1.036507,0.187122,2.547035,-0.071725,1.174798,-1.474676,-6.735630,-0.055582,-2.172928,0.793947,-3.606495,-1.935019,0.552367,-3.705427,-0.983166,0.131996,0.001938,0.448821,-4.523215,4
0.223145,-1.442694,0.042260,0.248287,-1.167583,-0.777319,1.676829,-0.010931,-0.915360,-0.160920,-1.044632,-0.189989,-2.005367,-0.050684,-1.831678,-0.726921,1.352218,0.086838,0.550186,2.824727,2
0.025605,1.673045,0.824415,2.114629,0.952920,1.171651,-0.757941,-3.964078,-0.079271,0.974711,-1.132444,-6.454973,-1.578226,-1.659016,-4.988654,0.571663,0.356715,0.440660,0.192565,0.571871,0
0.610761,1.614266,-0.470412,-2.475207,-1.254346,1.773274,1.398143,7.051493,-1.350687,-0.411382,-0.150935,5.715438,0.675903,-1.154715,2.219926,-0.520688,-0.414209,-3.233400,-1.332599,4.700048,2
0.178514,0.273956,1.439465,1.379258,-1.750554,0.878992,-0.282815,-2.181623,1.881787,0.502355,-0.451883,-4.067648,-1.006473,0.820045,-1.644052,-0.574552,-0.098361,0.603111,-0.949274,-1.395637,6
0.784837,-2.255841,1.342156,3.572791,0.706555,1.977818,0.299934,-5.249131,0.039021,2.295461,-1.265078,-15.779922,0.755913,-0.478893,-5.470905,-0.851389,-1.129847,-0.990723,-1.060500,-4.618411,4
0.631716,2.450235,1.029708,-2.505972,-0.027255,0.709026,-0.680572,4.197704,1.729648,0.311585,0.043853,6.252103,1.264500,-1.941140,5.615749,0.054388,0.763816,-2.057623,2.280923,0.835246,2
-0.823293,1.591080,1.892644,-2.569001,-0.654809,0.821737,-2.575828,1.897212,-1.119647,-0.427170,-0.659399,8.865401,1.127822,0.902090,10.049938,0.439119,-0.973015,-1.066870,0.400371,-5.237252,2
-0.793992,0.850504,-0.212193,-1.053822,0.408499,1.644345,-0.029202,2.866646,-0.834429,1.400607,0.251895,1.357860,-0.243904,0.161703,0.815133,-0.090135,3.217133,-1.438567,0.066540,3.404441,5
-0.914595,0.294711,-0.053504,1.286781,0.902458,-1.811906,1.847884,-1.675905,1.177319,-1.036734,-0.401943,-3.766323,0.109196,-0.499079,-5.043313,-1.400748,-0.754469,0.223788,-0.307924,1.726765,5
0.117001,-1.929349,-1.007968,-0.742772,-0.835633,1.827610,0.811582,2.991557,1.205198,0.704308,-0.677934,3.322515,-3.357810,1.691332,0.230940,-0.559677,1.805315,0.168397,0.532726,5.067135,3
-1.182585,-2.439332,1.486099,-0.337796,-0.315711,1.190237,0.054412,1.178392,-1.433213,1.778814,-1.502997,-0.677707,-0.967429,-0.935013,3.525729,-0.719795,-0.883858,-0.165100,-0.118163,-1.310263,4
-0.466135,2.696337,0.095058,0.514764,2.160352,-2.162870,1.624184,2.381036,1.347688,1.372719,1.240343,-2.684435,1.077131,-1.194782,-6.465632,0.997466,-1.134728,3.071266,0.204380,6.946565,0
0.645800,0.664844,-0.487278,-3.297682,-0.860088,1.389464,-0.999878,4.841753,-0.965573,-0.241745,-0.651257,10.531541,-0.458163,-0.028613,7.570639,0.836875,-0.413417,-2.119316,-0.172419,1.856183,2
-1.529254,0.879252,-0.189045,1.170200,0.717802,-0.747097,-0.462107,-4.464416,-0.414221,-0.634693,0.904710,-1.985987,-1.170028,-1.370531,-3.100045,-0.077921,2.161011,-0.287331,-0.643605,0.259516,0
0.677441,-0.844784,0.465460,-0.431966,-0.325626,0.461259,1.137879,1.814650,1.216487,-0.528476,0.818048,2.570313,-1.822851,1.613582,0.509221,-0.950126,1.970993,-0.257322,-0.572910,1.841964,9
0.651996,0.488769,0.736027,0.412971,1.086510,1.109232,-1.063385,-0.072639,1.238499,-0.274231,-0.570263,0.240509,-0.003070,-1.180989,0.938643,0.063945,0.318331,1.290689,0.968177,-3.007972,0
-1.033496,2.380375,0.446395,-2.106703,-0.935145,0.455678,-1.726803,1.936497,1.389841,0.702911,-0.353125,5.675486,0.962379,-1.912313,4.987497,-1.210661,0.170758,-1.181971,0.509133,0.518000,2
