f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,label
-0.022902,1.268633,-0.596184,-1.154117,0.727771,-1.186808,0.032219,1.679965,-0.155402,0.503292,1.214373,5.489380,-1.912366,1.131907,-0.274543,-0.137480,1.242698,1.792888,0.371409,6.151061,9
0.612646,0.540408,0.383832,-1.428103,-1.020448,2.014776,0.790747,5.100233,1.297808,0.960104,-0.017841,3.315379,-0.906563,-0.679080,1.571546,-0.601132,-0.149363,-1.100406,0.626537,4.113120,5
0.224175,2.644536,-0.376460,-0.276054,-0.825622,1.164782,0.003192,2.282043,0.409481,1.777576,0.398063,2.039490,-2.905828,-1.396963,-3.784161,0.407525,1.222891,1.865896,-0.317593,8.749394,9
-0.126339,-1.596440,0.962595,0.695149,-0.125215,1.247187,-0.470560,-1.268772,1.019642,-0.637934,-1.984512,-0.082165,-1.454612,0.341939,1.761064,-0.137721,-1.256960,0.829221,-0.489556,-3.963857,3
-1.131394,0.008683,1.448218,1.195509,-0.086232,0.546199,-0.390912,-0.704281,-0.774288,-2.130183,1.741726,-0.664955,0.694763,0.286436,0.726170,-0.687906,1.169854,1.904707,0.183183,-6.951787,1
0.418652,-0.453609,0.084096,0.062692,-0.920717,0.555703,-1.485958,-3.196146,0.543023,1.886663,-0.611936,-1.604791,-1.168104,-0.940934,1.199271,-0.837132,-0.421635,-1.090582,0.119370,0.291491,9
0.489673,-1.763453,2.137512,-0.173252,1.566808,-0.069060,0.264942,0.285980,-0.381101,1.651841,-0.468431,-2.714025,1.194547,-0.101264,3.362426,-0.169389,-0.708681,-0.609022,-0.310150,-3.280718,9
0.065706,-0.750010,1.077136,-0.256474,-0.579859,-0.165898,-1.552071,-1.240111,-1.013317,-1.616975,-0.038694,4.302445,-0.124444,-0.056394,5.349181,-1.344888,0.914040,1.445845,0.487159,-6.469791,3
-0.186940,-0.262863,0.977658,1.510043,-0.886348,-0.151908,2.396809,-0.557626,-1.946895,-2.204545,-1.180037,-4.035353,0.147117,-0.378170,-3.958270,-1.548037,-0.787897,-0.916661,-1.213870,-1.652856,5
0.012586,1.635731,-2.683743,-0.009494,2.562561,-1.404875,-0.436265,1.939334,-0.542932,-0.463032,-2.015938,1.637224,1.788391,1.900374,-3.556222,0.799885,-0.934578,3.370641,0.092593,2.421000,7
0.465753,1.667401,0.582070,-0.557008,-1.224948,-0.415820,-2.106116,0.194933,-0.132832,-0.517759,0.045553,3.284679,1.728792,-0.241590,3.455215,0.374286,-0.102539,2.019967,1.250160,-4.302659,6
-0.546262,0.927415,-1.123479,0.385026,-0.520493,0.610385,-0.985672,-1.362852,-0.472304,1.968918,-1.125553,-1.534537,-1.701333,-0.959282,-3.101720,0.495268,-1.540714,0.807137,0.128122,4.800866,9
-0.204175,-0.611403,-1.038112,-1.946599,-0.291567,0.759338,-1.143529,2.478270,0.017303,0.591166,-0.195446,6.865439,-1.093717,1.533893,4.601710,-0.942279,1.073321,0.062182,0.037940,1.678329,8
-0.303266,-0.723102,-0.296369,-1.659310,-0.953469,-0.645238,0.526441,2.385430,0.383319,-0.311790,0.363023,7.192482,-2.287552,-2.943211,2.930525,-0.157116,0.759083,0.418457,-0.866401,3.719260,9
2.571636,0.891742,1.069741,0.797022,-2.811867,-0.122605,-1.676113,-3.453816,0.322327,-0.246788,-1.165969,-0.069370,-0.749472,0.704665,0.493106,1.115444,0.984458,1.606746,-0.157859,-3.206338,0
0.205299,0.636190,0.870253,1.183074,0.041359,-1.419675,2.291879,-1.222732,-0.320106,-1.584718,0.382399,-1.902445,-1.329878,-0.569904,-4.663425,0.431455,-0.118070,0.013677,-0.398727,2.319163,5
-1.070480,1.549958,1.816914,-1.159324,1.418867,0.043348,-2.174823,0.802906,0.566503,1.400454,-1.397229,2.545566,1.496038,0.465557,5.322936,-0.291916,-2.124745,0.883816,0.067276,-3.138790,7
0.010822,1.169536,3.169270,-0.616228,2.227942,-0.019748,-2.852638,-4.866740,-1.856418,-0.226956,1.172492,1.916516,0.698294,-0.239759,7.793673,0.606376,1.011891,-2.389420,0.665858,-8.177138,8
1.284987,-0.055349,-0.681146,1.477387,0.785593,-0.473068,1.315643,-0.646983,1.504414,-2.023059,-0.014354,-3.410483,0.780348,0.623173,-4.481378,-2.053453,-0.337403,0.529709,-1.245992,-1.373384,5
1.505683,-0.327155,-1.451068,-0.681787,-0.346768,-1.770537,1.033192,0.294650,0.109603,-1.321667,-0.230356,2.876632,0.211441,1.296116,-0.659054,0.077581,-1.522699,-0.691207,0.594601,2.256494,5
0.363242,1.929754,1.766570,0.268713,0.219973,-0.900239,-1.445132,-2.157141,-1.786582,1.819610,-1.107378,-2.585924,1.176973,-0.381012,0.675942,-0.208017,0.304422,1.006660,1.463431,-1.283877,0
-0.758734,0.110851,-0.315109,0.895716,0.781743,-2.616180,1.722959,-2.128273,-0.316363,-2.001568,2.316406,-1.095535,0.138325,1.101485,-3.746089,-1.159778,1.345325,0.353587,0.820362,0.796775,5
-1.091451,0.307179,0.582433,-1.447570,0.606999,0.595508,0.474256,3.783360,-0.082004,1.295181,1.138691,1.575353,0.981650,-0.206055,2.767725,0.317350,0.764279,-1.396208,0.771994,1.896841,9
0.964306,0.427813,2.043947,-1.082048,-0.434934,0.693438,-2.737530,-2.737173,2.268491,-1.554852,-1.594236,4.311863,1.135415,0.083649,9.111727,-0.361080,-0.131425,-2.460323,0.263755,-9.834496,8
0.210005,0.439078,-0.814494,-1.458442,-0.350405,1.315251,-1.022105,3.838406,1.003162,0.836246,-0.734791,5.672421,-0.967845,0.262803,2.662206,1.523084,-1.680680,1.590692,0.527058,2.868296,5
-0.695284,0.155917,-2.674847,-0.464783,1.095558,-1.486388,-0.466221,1.877298,-0.383108,1.404693,1.112918,-0.398617,2.502861,2.096200,-1.893840,-0.594723,-0.686658,2.090360,1.072996,2.919829,7
-1.151053,0.381237,-0.518383,-2.005090,0.603676,1.085225,-1.396081,2.372072,-0.230914,-0.587043,-0.615424,9.453027,-1.948374,0.279627,5.493027,0.149047,0.898618,0.315106,0.227919,0.901457,9
-0.373659,2.324585,1.547854,-0.448387,2.316495,-0.518582,-2.410254,-1.146316,-0.412804,0.878977,0.271462,0.877943,2.008027,-0.478886,3.522358,0.738726,-0.510554,1.172954,0.570604,-3.874577,6
0.537756,-0.996167,-0.270053,0.731737,0.421603,1.124117,-1.354022,-3.385261,-3.083513,0.570938,-0.438885,-1.687952,-1.603361,0.286839,0.304850,-0.433480,1.145769,-0.606880,0.639978,-1.581661,0
1.219626,-1.833876,-1.715272,0.295615,0.886364,1.880966,1.053783,3.980285,0.476043,1.087619,-0.927388,-2.512668,0.167304,0.753963,-2.612061,-1.264435,-0.056737,0.908552,0.397525,2.275954,3
-0.426222,-0.370202,0.297910,1.940745,-0.012644,0.445552,-0.099444,-2.192234,-0.732050,2.474874,0.825709,-8.627602,0.103752,-1.439750,-4.733054,0.836050,0.660752,1.299344,0.632410,0.747172,5
1.491213,-0.954028,-0.713137,-1.423826,0.520560,-0.510797,-1.054628,1.200834,0.183015,0.516512,0.574395,5.087320,-0.258688,-0.253610,4.264568,0.085684,-0.944020,0.678313,0.106958,0.126118,3
-0.858711,-0.209657,-1.436664,1.522349,-1.603180,-0.092381,1.196923,-1.317270,2.991114,-2.026449,-1.037965,-3.242293,0.179820,1.254369,-5.157481,-1.043549,-0.831817,-0.054146,0.390696,-0.290360,5
1.294023,1.014467,0.098646,-1.817515,1.025003,-0.167593,-0.396709,3.279177,-0.556088,-0.318970,1.415536,6.575668,0.252760,-0.029628,3.929755,0.825302,-0.865172,0.469358,-0.697745,1.140420,8
0.867530,2.262012,0.668532,-0.442647,-0.975442,1.724581,-0.103145,1.898298,-1.293483,1.481497,2.074489,0.778823,-1.776917,-0.253131,-1.152684,-0.343891,0.557051,-0.414486,-0.967370,5.113751,9
-1.011455,0.957202,-0.460777,-2.403091,1.346538,1.420873,-0.391849,7.071417,1.947171,0.515196,0.018235,7.375280,0.932548,0.432269,4.410040,-1.342047,0.186336,0.667903,0.950796,2.144875,8
-0.715366,-0.349775,1.243863,0.777548,-1.624183,-0.493051,0.229021,-0.734035,-0.368703,-2.278318,0.494334,1.082137,-0.228103,0.407790,0.801904,0.446318,0.556899,1.657502,-0.528434,-4.883127,3
-0.381758,0.609886,2.484924,1.448317,0.816941,0.317293,-3.419638,-9.170966,0.121852,0.425283,-0.530432,-5.275340,0.775639,-0.426558,3.570125,0.231196,-2.678936,-2.093413,-0.447539,-9.647099,8
0.031621,1.491559,3.457259,1.338380,-0.184872,-0.593770,-3.572908,-10.999421,-1.782198,-1.349254,-0.434970,-2.925122,0.503445,-0.313113,4.922375,-0.854936,0.360691,-2.931033,-1.444433,-12.081777,8
0.062949,0.742245,-0.389049,1.010859,-1.129321,-1.684587,1.645197,-2.252161,-1.025215,-2.165584,-1.621301,-1.798960,-0.079918,1.213859,-4.599171,-0.884957,0.980980,-0.822481,0.196198,0.817421,5
-2.270504,0.217927,1.702096,-0.937320,-2.050446,0.629777,-0.784894,3.232957,-1.332852,-1.544719,-1.004855,5.889682,0.943523,-2.081015,5.552816,-0.789838,-1.056187,2.159506,0.735297,-5.771996,3
0.237267,-1.677425,0.818171,-2.866843,-0.111778,3.028062,1.967356,13.196246,1.071108,0.206428,1.182810,7.304042,1.582057,0.602632,6.692089,0.604566,-1.561909,0.841437,-1.300343,0.163413,3
0.045049,-1.807013,1.557361,-1.842885,0.513649,1.413170,-0.079910,5.454413,-1.043777,1.209068,-1.076825,4.481502,0.448800,0.508079,7.358735,2.383398,0.112985,0.768825,0.921224,-2.111746,5
0.888204,-2.103848,0.204787,0.009672,0.193249,0.699467,-1.891984,-2.470355,0.158031,1.678853,1.606058,-1.077476,-0.331111,0.213664,3.855382,-1.514299,0.923640,-0.170795,0.557950,-3.541808,6
0.749731,-0.465847,0.958768,1.613800,0.838789,-0.485839,-1.291978,-7.649487,-1.358796,0.251025,0.995601,-5.415494,-0.734832,0.126351,-0.478681,0.207736,0.938441,-1.716098,2.353611,-3.684724,6
0.549286,0.333217,-0.139452,1.279797,-0.521537,-1.876041,1.866965,-0.882731,-0.409110,-2.751583,-1.867909,-1.114932,0.162153,0.299588,-4.474865,0.408092,0.278431,1.268244,-0.323018,-0.551991,5
-0.223214,0.713027,2.141634,1.290287,-1.209526,-1.028843,-2.133015,-8.449818,-1.530218,-2.009479,0.604707,-2.414612,0.609609,-0.367620,2.777015,1.994305,-0.026528,-1.956400,1.080481,-9.686446,8
-1.170765,0.080512,1.164691,1.169285,-0.096713,-0.259962,-0.200267,-4.657910,0.776958,1.178297,-0.183991,-5.169279,-0.868231,0.905681,-1.779447,-2.221946,1.731950,-1.498379,-0.082608,-0.025118,6
1.222199,2.242487,-1.568870,-0.656985,-0.540717,-0.864796,-1.464125,2.426631,-0.832803,1.402183,1.003460,0.404648,3.099913,0.775517,-0.912633,0.769711,-0.545687,2.279202,-0.544536,1.439846,1
-1.384289,0.621831,-0.380506,-2.416316,-1.868104,1.665419,-0.451111,6.287852,-0.049664,-0.146217,1.292951,8.217227,-0.042145,-1.092353,5.191413,0.200365,0.357688,0.166138,-0.333458,1.615733,8
0.829429,1.202011,-1.092493,1.178487,0.198696,-0.598684,-1.313734,-3.481344,1.107471,-0.442093,0.370395,-0.790830,-1.029925,0.471553,-3.390982,-0.344935,1.909273,1.956012,-2.497626,0.639542,7
0.012284,1.808217,1.828892,1.040407,0.771308,-0.372152,-4.005542,-9.684546,0.060943,-0.335086,1.285834,-1.672238,-0.242945,-0.631862,3.424787,0.103714,0.982056,-1.358486,-0.528820,-7.989223,8
-0.826288,-0.602099,1.258187,-0.628207,0.052309,-1.052173,-0.253597,2.306225,0.378542,-1.530543,0.785318,2.616677,3.093083,-0.381370,4.965237,-0.786007,0.299332,1.542364,0.405199,-7.158045,3
0.255001,2.073925,1.675910,-0.561536,0.038393,-0.048014,-2.654871,-0.179625,0.810843,0.506711,-0.017319,2.202225,2.047858,1.073841,4.678041,-0.356104,-0.039647,1.931238,-0.324779,-5.328738,6
-0.598169,1.233343,-2.627729,0.128734,1.501767,-1.898337,0.502446,2.141804,-0.195575,0.938996,-1.178745,-1.725790,2.325197,0.914217,-5.108822,-1.050573,-0.464799,2.552387,0.274905,5.129178,7
-0.899450,2.561804,-0.910704,-0.271435,0.946472,-1.407207,1.310575,2.436112,-0.760719,1.064794,-0.011052,-1.295558,1.218222,0.982204,-5.016644,-0.539667,0.823080,0.569658,-0.182014,7.090512,0
0.025225,0.188850,-0.390450,1.367652,1.240104,-1.072842,1.722883,-1.052823,0.300405,-1.968408,-0.439544,-3.816507,1.307584,0.510833,-4.772364,1.416191,-0.217323,-0.227449,0.288690,-0.967133,5
-0.674819,1.370394,-0.619083,-0.372243,0.399203,-1.511160,0.256957,-1.247681,0.116026,0.533295,2.801170,0.008973,-0.062023,-2.209337,-1.890213,-0.314538,1.124874,-0.979657,1.376390,4.179861,6
0.274474,1.784173,3.556961,0.581941,0.609397,0.124411,-4.680205,-9.919472,0.274779,0.986952,-0.608574,-2.875509,0.586832,1.063421,6.834378,-1.211853,2.346855,-2.841148,-1.026094,-10.302975,8
0.110309,0.066870,0.429176,-1.970017,-1.135898,0.674946,-1.013083,3.404195,0.350607,0.387715,1.561534,7.376936,-0.815834,-0.824933,5.709709,-0.743245,0.371718,0.868493,-0.340728,0.248983,8
0.108367,-0.756745,-0.103488,-1.457595,-0.772928,0.239331,0.324962,3.530450,-0.591924,0.038798,0.102851,7.197716,-2.486913,-0.296615,2.789275,0.172828,-0.709713,1.596473,0.601155,3.381563,3
1.250688,0.378091,2.203912,-0.619757,0.554564,-1.030494,1.990102,2.335731,0.198115,1.626823,0.150493,-1.540962,0.498628,-1.583630,-0.142942,-0.474979,0.601425,-0.724363,-0.841154,3.294482,9
1.597044,0.905148,0.955711,1.219751,0.111095,1.609001,1.697752,2.723934,-0.368864,2.631309,-0.811145,-6.633545,-0.668081,0.740547,-6.294598,-1.704887,-0.922972,1.258875,1.311096,5.688982,3
-0.047782,-1.275151,-0.232771,-1.398336,-0.177562,0.237157,1.082818,4.260828,-1.149442,1.178358,0.803499,5.029385,-2.635814,-2.119082,1.381324,-0.587747,-0.469725,1.373279,-0.652689,5.980404,9
-0.633446,-1.822791,1.641177,-2.309491,-0.620991,1.303630,-1.543838,3.253577,-1.942556,-0.135450,1.623441,8.823373,-0.580161,1.597628,10.659572,-1.830470,0.421905,0.353165,-0.754839,-5.418424,7
-1.033557,-0.569288,0.897268,-1.443223,-1.405987,1.492415,-0.694773,3.243254,-0.730688,-0.989090,0.211856,8.745384,-2.720811,0.234568,5.555466,1.932981,0.823733,1.572946,0.815253,-0.930147,3
0.852370,0.583482,-0.193460,0.781857,-0.560951,-2.639841,1.651696,-1.519154,0.270452,-2.851434,0.052849,-0.686918,1.247522,-0.956410,-3.232627,0.390868,-0.482559,0.118112,0.309899,-1.278013,5
1.022504,-0.136248,1.996439,1.116589,-0.538422,-1.025783,-0.562018,-1.799950,-0.484636,-2.329448,0.321633,-1.399270,2.482855,0.208638,2.037637,0.425883,-0.490036,1.868822,-0.654006,-9.804866,3
1.548405,1.840482,2.706288,1.239319,-0.760751,-0.727719,-3.577515,-10.856081,-0.772087,0.804488,-0.368808,-5.349868,0.630631,-1.659205,3.228692,-0.548459,0.588930,-3.008318,1.023980,-8.023875,8
-0.178076,0.417786,-1.010611,-1.054256,0.699445,1.315736,-0.758161,3.163612,-1.058488,0.486814,0.538353,5.383321,-1.919550,0.031499,0.951124,-1.082422,-0.459125,1.716359,-0.712787,3.510360,9
-2.535582,0.854108,0.995330,-0.674320,-0.848994,0.183495,-1.549646,-0.848346,-1.079004,1.113680,2.629335,1.563941,-0.109064,-0.195223,3.213537,-0.290758,-0.437143,-0.303104,0.011774,-0.965114,5
0.738126,2.161309,0.607150,-1.573732,0.868253,0.543099,-2.097781,0.766501,-0.133216,1.019951,0.801634,4.260736,0.791911,-2.333469,4.655075,-0.435003,-0.486110,-0.497405,0.498698,-0.609880,7
0.200014,-0.996443,0.748696,1.033309,0.116883,-0.807740,-1.539379,-3.630513,-0.210773,-1.959970,1.076683,-1.043582,1.930169,0.532271,2.901761,-0.714253,-1.509971,1.255761,-0.663068,-9.780486,3
0.312649,0.342735,0.429047,-2.904595,1.874547,1.588748,-0.717190,5.740227,0.516200,-0.210839,-0.756261,9.657073,-0.257363,0.702825,7.488092,-0.263679,1.371520,-0.858143,-1.018205,0.254449,8
-0.375135,1.524336,0.199314,0.077618,-0.373012,0.106366,-0.204345,1.506742,-1.757570,1.812366,1.719164,-3.037956,1.781769,0.686848,-1.766586,0.812313,0.666110,0.660803,0.850275,1.583649,5
0.900172,1.393366,-0.906508,0.570452,-0.120904,-1.899963,0.003867,-3.064998,-0.670481,0.323169,1.128712,-3.019201,0.969069,-1.325067,-3.518321,0.016921,0.983640,-0.697202,0.593696,2.304686,0
1.315309,-0.873868,1.372908,-1.461191,-1.738416,1.750408,-0.386031,4.384526,-1.148724,-0.829750,-0.844451,7.309900,-1.137475,1.127440,6.386709,-0.029509,0.052170,1.192166,0.806682,-2.726234,3
-1.940040,-0.077643,1.486111,-0.717871,-0.522905,2.322984,1.730868,7.240288,0.821040,0.079285,0.670954,3.286158,-1.179867,1.727406,0.700348,-0.865456,0.810032,1.790154,-0.034701,2.206362,3
-0.061717,-1.279061,4.843041,0.135823,0.426653,-0.414405,-0.339321,-1.864146,1.103503,1.888365,-1.252848,-4.018870,1.406019,-0.933044,6.030010,-0.679139,1.194845,-0.910858,0.435255,-7.074178,9
-0.026043,-0.362182,0.137063,-1.476979,-0.179240,-0.120164,-1.701370,0.718057,0.314686,-0.903304,-1.049015,8.445500,-1.264962,0.172085,6.113055,-1.241093,-0.867819,1.716785,-0.609260,-2.035478,3
1.500625,0.540274,-0.342131,-1.206289,0.123830,0.331245,-1.335721,0.844362,-0.215803,0.239986,-2.000379,7.521805,-3.045759,0.647698,2.709155,-0.183993,-0.602437,1.729328,-1.641776,2.979133,9
0.565429,-2.311944,2.237803,-1.191322,-0.855005,-0.428148,-0.396911,2.566181,0.007420,1.189043,-1.778180,1.654034,2.192737,0.226372,7.675900,-1.183191,-0.535127,0.918381,-0.724621,-5.934928,9
0.655114,1.376824,0.059493,1.260451,0.816445,0.027523,-1.803396,-5.998632,1.842816,1.212985,-0.345350,-3.463503,-1.716355,-0.604473,-2.451819,-0.924352,0.108170,-0.336195,-0.209359,0.835134,9
-1.105112,0.721694,0.016611,0.947457,-0.186454,-2.699425,1.941530,-1.503519,-2.132133,-2.317420,1.594656,-1.194582,0.216544,-0.134782,-4.144403,0.915317,-1.546792,0.602867,1.913130,0.825471,5
0.070758,0.498989,0.594633,-0.713034,1.095658,1.080904,-1.432779,0.317789,1.326766,0.969688,0.233937,4.826896,-2.896762,-0.025202,2.726206,-0.059983,0.594075,1.689244,0.270283,1.934828,9
0.898086,-0.019573,-0.260186,0.639793,0.467334,-2.325535,1.733720,-1.574644,-0.371315,-1.580401,-1.041615,-0.276982,-0.852973,-0.169598,-3.471816,-0.230728,1.340567,0.264991,0.801950,2.314050,5
1.032604,-1.659274,1.906628,-1.061784,-0.021125,-0.993329,0.986792,3.024066,-1.827960,1.366961,2.350696,0.682892,1.404960,-0.967071,4.047055,0.133424,0.586131,0.487644,1.680071,-1.147420,9
0.470288,0.499416,1.671439,-1.374290,0.486496,-0.859035,-2.129717,-2.787269,-1.542471,-0.467804,0.123716,5.641039,-0.340140,0.897307,7.405771,-0.153145,1.425759,-1.251419,-1.382939,-4.181742,7
-0.401164,0.250164,-1.023687,0.677992,0.034191,-0.613698,1.006020,-0.931859,-0.362248,-1.479241,1.255171,-1.301218,0.010341,0.925575,-3.357400,1.815823,0.104136,-0.538181,-0.207843,0.922922,5
0.867480,2.860519,2.085917,-1.351130,-0.302080,-0.741482,-2.786309,-2.797979,0.105264,1.069780,-0.649389,3.429761,0.560119,-0.988238,5.898566,0.775536,0.025197,-1.236463,0.365325,-2.313586,7
0.239621,-1.318997,1.400860,-2.180756,0.599080,2.746389,2.306941,10.040609,0.087063,-0.191148,0.532498,6.891772,-1.122535,-0.742592,4.420326,0.153006,0.154877,0.059491,0.647487,2.385211,3
0.700375,1.051037,1.371043,1.154697,0.305631,-0.874249,-1.929645,-6.918055,-0.767123,-1.811219,1.188372,-0.246784,-0.979536,-1.528396,1.298100,1.016871,-0.283746,-0.412455,-1.883515,-5.646910,0
0.036911,0.160605,-0.953574,-1.985082,0.454284,1.142885,-1.337322,4.104317,-1.207615,0.888500,-0.591491,6.728637,-0.277736,1.850054,4.477397,-0.162159,-0.033642,0.972710,0.044416,1.802609,8
0.392387,-1.129501,0.809364,-0.270775,0.931104,-1.180857,0.762477,1.551143,1.104263,-1.451373,0.929055,1.673482,1.685936,-0.244188,2.470322,-0.878046,1.434362,0.996569,0.056467,-4.040064,3
-0.454635,-3.336807,2.050904,-1.184914,-0.675865,-1.442621,0.323789,0.337114,-1.089647,1.035326,0.278166,1.012590,1.120791,0.095005,7.207069,0.061572,2.209801,-0.805544,-2.199036,-4.432760,9
1.074034,1.687528,1.512988,1.028933,-0.857677,-1.217546,-1.249234,-6.582942,-0.029435,-0.347710,-0.349889,-4.216258,0.942158,-0.710283,-0.018821,2.464067,0.424763,-2.506378,-1.822684,-4.022896,8
-0.863628,0.358698,-0.483914,1.278338,0.502908,-1.499562,1.135717,-1.850073,0.481925,-1.206160,1.457253,-3.248674,0.451904,0.178917,-4.770191,-1.333192,-0.892624,0.722726,-1.143038,0.413348,5
0.800696,0.547000,-0.366864,-0.542647,1.235018,1.377567,-1.114646,0.398900,0.640583,-1.195657,0.101945,4.876698,-1.718450,0.248954,2.340220,0.812219,0.541259,0.035903,0.491992,-0.784421,9
0.542457,-1.375655,-0.782170,0.392156,1.645882,0.685903,-1.040788,-1.927271,0.045739,-1.066017,1.861980,2.523961,-2.415143,2.176906,0.973591,-0.331834,-0.218877,0.887054,0.196902,-1.549615,9
0.038640,-0.149233,2.214777,0.234656,-0.921764,-0.162435,-2.234326,-1.690050,0.056217,-1.691852,1.623265,1.768734,2.042096,0.740383,6.363409,3.020393,-0.202872,1.870756,-1.163598,-11.277461,3
-0.744212,-1.610780,2.149956,0.916508,0.665248,2.691542,1.521674,4.226041,-0.465835,-0.328394,0.579581,-3.875914,1.332424,0.263308,0.500379,2.580052,-0.078322,0.704865,0.569864,-5.162165,3
-2.592398,-0.618550,1.930133,-0.672988,-0.076338,-0.893862,-2.425828,-4.266110,0.759739,1.270265,1.198921,0.993549,0.317293,0.925105,6.834644,-0.908414,0.423876,-1.039956,-1.639112,-5.077643,9
0.737371,-1.392714,-3.699309,0.982717,0.206764,-0.244101,0.011527,0.969110,-0.819168,2.421272,0.490830,-7.459325,3.197949,0.360465,-5.598784,0.739807,1.089144,1.372934,-1.105734,2.511562,1
-1.310575,0.850590,2.002746,-1.551039,0.841269,-0.267939,-2.258456,0.117241,0.502706,0.262980,1.180065,4.997428,1.176111,0.530853,7.627646,1.404605,0.330469,0.341818,-0.235713,-5.169353,7
-2.371591,-0.782402,1.992406,0.397790,-2.024071,1.560446,1.234425,4.388714,0.907283,-1.124917,0.572023,-0.802476,1.377582,-0.438376,1.438494,0.266468,-1.772832,1.522655,-0.720754,-5.118388,3
0.701140,-0.903790,0.656109,0.331471,-2.531709,1.186680,-1.606734,-1.848727,-0.158330,-1.505602,-1.346752,3.360964,-2.139285,0.418422,3.365476,-1.353040,0.942372,1.331936,0.544717,-5.081590,3
